0.00000000 12.36971378 11.35326958 0.08217201
0.10000000 12.33884716 11.46429348 0.07087807
0.20000000 12.24693966 11.54468441 0.05734129
0.30000001 12.09603405 11.26819706 0.06843871
0.40000001 11.88944530 10.95120430 0.07891378
0.50000000 11.63162136 10.84371090 0.06773866
0.60000002 11.32797241 10.72801590 0.05296239
0.70000005 10.98465252 10.31664085 0.06081318
0.80000007 10.60834312 9.87043476 0.06955925
0.90000010 10.20600700 9.60022640 0.05935530
1.00000012 9.78465557 9.34667969 0.04476150
1.10000014 9.35113811 8.89204121 0.04909530
1.20000017 8.91194248 8.41766262 0.05546264
1.30000019 8.47303963 8.07535839 0.04693490
1.40000021 8.03975391 7.76640654 0.03399947
1.50000024 7.61668348 7.34811687 0.03526031
1.60000026 7.20764875 6.92577839 0.03910712
1.70000029 6.81568241 6.59271812 0.03271342
1.80000031 6.44305038 6.29690266 0.02268300
1.90000033 6.09129715 5.95750523 0.02196444
2.00000024 5.76131201 5.62445736 0.02375408
2.10000014 5.45341206 5.34653950 0.01959737
2.20000005 5.16742659 5.10034990 0.01298067
2.29999995 4.90279102 4.84595680 0.01159222
2.39999986 4.65863514 4.60205889 0.01214438
2.49999976 4.43386555 4.39005423 0.00988107
2.59999967 4.22724056 4.20073843 0.00626937
2.69999957 4.03743315 4.01683617 0.00510150
2.79999948 3.86308742 3.84322953 0.00514042
2.89999938 3.70285964 3.68750215 0.00414747
2.99999928 3.55545163 3.54636598 0.00255542
3.09999919 3.41963482 3.41316366 0.00189235
3.19999909 3.29426336 3.28826046 0.00182223
3.29999900 3.17828536 3.17359281 0.00147644
3.39999890 3.07074523 3.06795621 0.00090826
3.49999881 2.97078228 2.96894288 0.00061916
3.59999871 2.87762737 2.87597823 0.00057309
3.69999862 2.79059720 2.78927350 0.00047434
3.79999852 2.70908713 2.70824718 0.00031005
3.89999843 2.63256311 2.63201213 0.00020930
3.99999833 2.56055570 2.56006980 0.00018976
4.09999847 2.49265051 2.49222803 0.00016949
4.19999838 2.42848349 2.42817378 0.00012753
4.29999828 2.36773181 2.36748219 0.00010543
4.39999819 2.31011200 2.30987787 0.00010135
4.49999809 2.25537133 2.25517201 0.00008837
4.59999800 2.20328522 2.20309687 0.00008549
4.69999790 2.15365338 2.15347600 0.00008236
4.79999781 2.10629678 2.10611963 0.00008410
4.89999771 2.06105423 2.06090665 0.00007160
4.99999762 2.01778030 2.01763821 0.00007042
5.09999752 1.97634351 1.97623920 0.00005278
5.19999743 1.93662441 1.93651354 0.00005725
5.29999733 1.89851451 1.89840949 0.00005532
5.39999723 1.86191452 1.86179650 0.00006338
5.49999714 1.82673347 1.82662094 0.00006160
5.59999704 1.79288781 1.79278398 0.00005791
5.69999695 1.76030099 1.76020110 0.00005675
5.79999685 1.72890210 1.72880006 0.00005902
5.89999676 1.69862592 1.69851840 0.00006330
5.99999666 1.66941178 1.66931593 0.00005741
