0.00000000 12.36971378 11.42676449 0.07623049
0.10000000 12.33884716 11.54442978 0.06438344
0.20000000 12.24693966 11.59177494 0.05349620
0.30000001 12.09603405 11.27994823 0.06746722
0.40000001 11.88944530 11.02765465 0.07248367
0.50000000 11.63162136 10.97588348 0.05637545
0.60000002 11.32797241 10.74794579 0.05120304
0.70000005 10.98465252 10.28003979 0.06414520
0.80000007 10.60834312 9.95002651 0.06205650
0.90000010 10.20600700 9.74041843 0.04561907
1.00000012 9.78465557 9.33600426 0.04585254
1.10000014 9.35113811 8.84168148 0.05448071
1.20000017 8.91194248 8.49085236 0.04725010
1.30000019 8.47303963 8.18395424 0.03411826
1.40000021 8.03975391 7.74194765 0.03704171
1.50000024 7.61668348 7.30857277 0.04045208
1.60000026 7.20764875 6.98110247 0.03143137
1.70000029 6.81568241 6.65734148 0.02323185
1.80000031 6.44305038 6.27515793 0.02605791
1.90000033 6.09129715 5.93509531 0.02564344
2.00000024 5.76131201 5.65768194 0.01798723
2.10000014 5.45341206 5.37688494 0.01403289
2.20000005 5.16742659 5.08752728 0.01546211
2.29999995 4.90279102 4.83622456 0.01357726
2.39999986 4.65863514 4.61784744 0.00875529
2.49999976 4.43386555 4.40155554 0.00728710
2.59999967 4.22724056 4.19517756 0.00758485
2.69999957 4.03743315 4.01346874 0.00593555
2.79999948 3.86308742 3.84907317 0.00362773
2.89999938 3.70285964 3.69109607 0.00317689
2.99999928 3.55545163 3.54457402 0.00305942
3.09999919 3.41963482 3.41225696 0.00215750
3.19999909 3.29426336 3.28992939 0.00131561
3.29999900 3.17828536 3.17449331 0.00119311
3.39999890 3.07074523 3.06749797 0.00105748
3.49999881 2.97078228 2.96868920 0.00070455
3.59999871 2.87762737 2.87631154 0.00045726
3.69999862 2.79059720 2.78942251 0.00042095
3.79999852 2.70908713 2.70811296 0.00035960
3.89999843 2.63256311 2.63190031 0.00025177
3.99999833 2.56055570 2.56006813 0.00019041
4.09999847 2.49265051 2.49220920 0.00017705
4.19999838 2.42848349 2.42809463 0.00016012
4.29999828 2.36773181 2.36743784 0.00012416
4.39999819 2.31011200 2.30982804 0.00012292
4.49999809 2.25537133 2.25509715 0.00012157
4.59999800 2.20328522 2.20303345 0.00011427
4.69999790 2.15365338 2.15342116 0.00010783
4.79999781 2.10629678 2.10608339 0.00010131
4.89999771 2.06105423 2.06084013 0.00010388
4.99999762 2.01778030 2.01759005 0.00009429
5.09999752 1.97634351 1.97620845 0.00006834
5.19999743 1.93662441 1.93648970 0.00006956
5.29999733 1.89851451 1.89837098 0.00007560
5.39999723 1.86191452 1.86178017 0.00007216
5.49999714 1.82673347 1.82659757 0.00007439
5.59999704 1.79288781 1.79275227 0.00007560
5.69999695 1.76030099 1.76016784 0.00007564
5.79999685 1.72890210 1.72877002 0.00007640
5.89999676 1.69862592 1.69849420 0.00007755
5.99999666 1.66941178 1.66927767 0.00008033
