0.00000000 12.36971378 10.04027653 0.18831779
0.10000000 12.33884716 10.08269405 0.18284959
0.20000000 12.24693966 10.19070244 0.16789804
0.30000001 12.09603405 10.30473328 0.14808993
0.40000001 11.88944530 10.33408833 0.13081829
0.50000000 11.63162136 10.20026875 0.12305702
0.60000002 11.32797241 9.89510536 0.12648928
0.70000005 10.98465252 9.48454475 0.13656397
0.80000007 10.60834312 9.05441952 0.14648128
0.90000010 10.20600700 8.66535950 0.15095498
1.00000012 9.78465557 8.34346676 0.14729071
1.10000014 9.35113811 8.08701611 0.13518377
1.20000017 8.91194248 7.87180090 0.11671323
1.30000019 8.47303963 7.65592289 0.09643726
1.40000021 8.03975391 7.39657307 0.08000007
1.50000024 7.61668348 7.07749033 0.07079107
1.60000026 7.20764875 6.71829081 0.06789426
1.70000029 6.81568241 6.35335207 0.06783332
1.80000031 6.44305038 6.00935841 0.06731159
1.90000033 6.09129715 5.69924784 0.06436221
2.00000024 5.76131201 5.42530489 0.05832129
2.10000014 5.45341206 5.18310022 0.04956747
2.20000005 5.16742659 4.96376276 0.03941301
2.29999995 4.90279102 4.75682211 0.02977262
2.39999986 4.65863514 4.55483580 0.02228106
2.49999976 4.43386555 4.35662746 0.01742003
2.59999967 4.22724056 4.16553640 0.01459679
2.69999957 4.03743315 3.98549795 0.01286342
2.79999948 3.86308742 3.81872559 0.01148352
2.89999938 3.70285964 3.66559291 0.01006431
2.99999928 3.55545163 3.52533245 0.00847127
3.09999919 3.41963482 3.39658546 0.00674030
3.19999909 3.29426336 3.27778435 0.00500234
3.29999900 3.17828536 3.16731119 0.00345286
3.39999890 3.07074523 3.06378651 0.00226613
3.49999881 2.97078228 2.96637893 0.00148222
3.59999871 2.87762737 2.87470174 0.00101668
3.69999862 2.79059720 2.78851771 0.00074518
3.79999852 2.70908713 2.70753288 0.00057372
3.89999843 2.63256311 2.63138151 0.00044884
3.99999833 2.56055570 2.55966496 0.00034787
4.09999847 2.49265051 2.49199700 0.00026217
4.19999838 2.42848349 2.42803025 0.00018663
4.29999828 2.36773181 2.36743808 0.00012406
4.39999819 2.31011200 2.30993414 0.00007699
4.49999809 2.25537133 2.25526714 0.00004620
4.59999800 2.20328522 2.20322490 0.00002738
4.69999790 2.15365338 2.15362144 0.00001483
4.79999781 2.10629678 2.10627675 0.00000951
4.89999771 2.06105423 2.06104040 0.00000671
4.99999762 2.01778030 2.01777196 0.00000414
5.09999752 1.97634351 1.97633517 0.00000422
5.19999743 1.93662441 1.93661785 0.00000339
5.29999733 1.89851451 1.89851105 0.00000182
5.39999723 1.86191452 1.86191046 0.00000218
5.49999714 1.82673347 1.82673037 0.00000170
5.59999704 1.79288781 1.79288495 0.00000160
5.69999695 1.76030099 1.76029944 0.00000088
5.79999685 1.72890210 1.72890151 0.00000034
5.89999676 1.69862592 1.69862330 0.00000154
5.99999666 1.66941178 1.66941082 0.00000057
